timestamp,cps,cps_err,usv_hr
1777513981.5647285,12.0,1.5491933384829668,0.150408
1777513986.6125913,10.4,1.4422205101855956,0.13035360000000001
1777513991.695528,9.8,1.4,0.1228332
1777513996.7215264,9.6,1.3856406460551018,0.1203264
1777514001.7510884,9.0,1.3416407864998738,0.112806
1777514006.8339658,8.8,1.3266499161421599,0.11029920000000001
1777514011.8743808,8.8,1.3266499161421599,0.11029920000000001
1777514016.9031832,8.6,1.3114877048604001,0.1077924
1777514021.9879699,8.6,1.3114877048604001,0.1077924
1777514027.0138624,12.8,1.6,0.1604352
1777514032.0359318,12.8,1.6,0.1604352
1777514037.1127927,11.4,1.50996688705415,0.1428876
1777514042.1496587,11.8,1.5362291495737215,0.1479012
1777514047.2035418,10.4,1.4422205101855956,0.13035360000000001
1777514052.2212052,9.4,1.3711309200802089,0.11781960000000001
1777514057.2680342,8.8,1.3266499161421599,0.11029920000000001
1777514062.3066082,10.2,1.4282856857085702,0.12784679999999998
1777514067.3743775,11.0,1.4832396974191326,0.137874
1777514072.439908,9.6,1.3856406460551018,0.1203264
1777514077.4831657,7.8,1.2489995996796797,0.0977652
1777514082.50991,9.8,1.4,0.1228332
1777514087.5496805,7.8,1.2489995996796797,0.0977652
1777514092.6267166,11.2,1.4966629547095764,0.1403808
1777514096.6330054,8.2,1.2806248474865698,0.10277879999999999
1777514101.6783893,9.0,1.3416407864998738,0.112806
1777514106.7515807,11.4,1.50996688705415,0.1428876
1777514111.7832274,8.6,1.3114877048604001,0.1077924
1777514116.8444076,9.6,1.3856406460551018,0.1203264
1777514121.8785353,13.0,1.6124515496597098,0.162942
1777514126.927223,9.0,1.3416407864998738,0.112806
1777514131.9528785,9.2,1.3564659966250536,0.1153128
1777514137.0065396,10.6,1.4560219778561037,0.1328604
1777514142.0998185,9.0,1.3416407864998738,0.112806
1777514147.1468542,11.2,1.4966629547095764,0.1403808
1777514152.1888955,10.4,1.4422205101855956,0.13035360000000001
1777514157.223402,10.2,1.4282856857085702,0.12784679999999998
1777514162.2920434,8.2,1.2806248474865698,0.10277879999999999
1777514167.284913,11.6,1.5231546211727818,0.1453944
1777514172.3293424,10.0,1.4142135623730951,0.12534
1777514177.4089274,11.4,1.50996688705415,0.1428876
1777514182.4461856,8.4,1.2961481396815722,0.10528560000000001
1777514187.4916623,9.8,1.4,0.1228332
1777514192.5547063,8.6,1.3114877048604001,0.1077924
1777514197.592066,9.8,1.4,0.1228332
1777514202.646177,8.8,1.3266499161421599,0.11029920000000001
1777514207.668899,9.6,1.3856406460551018,0.1203264
1777514211.7585895,6.2,1.1135528725660042,0.0777108
1777514216.805782,12.0,1.5491933384829668,0.150408
1777514221.8573265,9.8,1.4,0.1228332
1777514226.882238,9.0,1.3416407864998738,0.112806
1777514231.9493396,9.0,1.3416407864998738,0.112806
1777514236.9631112,9.6,1.3856406460551018,0.1203264
1777514242.0422614,8.6,1.3114877048604001,0.1077924
1777514247.090694,9.0,1.3416407864998738,0.112806
1777514252.1302118,10.4,1.4422205101855956,0.13035360000000001
1777514257.1687376,9.0,1.3416407864998738,0.112806
1777514262.1973941,10.4,1.4422205101855956,0.13035360000000001
1777514267.2222857,11.2,1.4966629547095764,0.1403808
1777514272.2758093,9.2,1.3564659966250536,0.1153128
1777514277.3313203,10.4,1.4422205101855956,0.13035360000000001
1777514282.4138958,12.2,1.5620499351813308,0.1529148
1777514287.4243288,9.0,1.3416407864998738,0.112806
1777514292.4911907,11.0,1.4832396974191326,0.137874
1777514297.5539644,11.8,1.5362291495737215,0.1479012
1777514302.5901124,11.4,1.50996688705415,0.1428876
1777514307.6231742,10.6,1.4560219778561037,0.1328604
1777514312.6830697,10.4,1.4422205101855956,0.13035360000000001
1777514317.7390885,9.0,1.3416407864998738,0.112806
1777514322.7552955,7.8,1.2489995996796797,0.0977652
1777514326.789318,8.8,1.3266499161421599,0.11029920000000001
1777514331.8737097,11.0,1.4832396974191326,0.137874
1777514336.8940084,9.2,1.3564659966250536,0.1153128
1777514341.9473453,8.2,1.2806248474865698,0.10277879999999999
1777514346.9800036,9.0,1.3416407864998738,0.112806
1777514352.056287,10.4,1.4422205101855956,0.13035360000000001
1777514357.0751343,12.0,1.5491933384829668,0.150408
1777514362.1615267,7.8,1.2489995996796797,0.0977652
1777514367.2055056,12.2,1.5620499351813308,0.1529148
1777514372.2238567,9.2,1.3564659966250536,0.1153128
1777514377.2687922,9.4,1.3711309200802089,0.11781960000000001
