timestamp,cps,cps_err,usv_hr
1777511268.6417248,11.2,1.4966629547095764,0.1403808
1777511273.6875267,7.4,1.2165525060596438,0.0927516
1777511278.7201536,10.0,1.4142135623730951,0.12534
1777511283.7691038,8.0,1.2649110640673518,0.100272
1777511288.7829657,12.6,1.5874507866387544,0.1579284
1777511293.8726285,10.2,1.4282856857085702,0.12784679999999998
1777511298.884306,11.0,1.4832396974191326,0.137874
1777511303.9708393,9.6,1.3856406460551018,0.1203264
1777511308.9897475,10.8,1.469693845669907,0.13536720000000002
1777511314.0236506,10.4,1.4422205101855956,0.13035360000000001
1777511319.072685,11.4,1.50996688705415,0.1428876
1777511324.152825,10.2,1.4282856857085702,0.12784679999999998
1777511329.1981056,9.8,1.4,0.1228332
1777511334.2099037,8.8,1.3266499161421599,0.11029920000000001
1777511339.2787056,12.0,1.5491933384829668,0.150408
1777511344.3247614,8.4,1.2961481396815722,0.10528560000000001
1777511349.3915522,9.2,1.3564659966250536,0.1153128
1777511354.396086,9.0,1.3416407864998738,0.112806
1777511359.461192,8.4,1.2961481396815722,0.10528560000000001
1777511364.5051835,11.4,1.50996688705415,0.1428876
1777511369.5751073,9.6,1.3856406460551018,0.1203264
1777511374.5990577,10.8,1.469693845669907,0.13536720000000002
1777511379.6521323,10.2,1.4282856857085702,0.12784679999999998
1777511383.658585,8.6,1.3114877048604001,0.1077924
1777511388.7537827,11.0,1.4832396974191326,0.137874
1777511393.7581398,11.4,1.50996688705415,0.1428876
1777511398.8191645,8.6,1.3114877048604001,0.1077924
1777511403.8692026,8.0,1.2649110640673518,0.100272
1777511408.8942456,7.4,1.2165525060596438,0.0927516
1777511413.9634795,11.4,1.50996688705415,0.1428876
1777511418.9990304,8.4,1.2961481396815722,0.10528560000000001
1777511424.0592585,12.8,1.6,0.1604352
1777511429.105012,9.8,1.4,0.1228332
1777511434.1472375,9.4,1.3711309200802089,0.11781960000000001
1777511439.1852,9.2,1.3564659966250536,0.1153128
1777511444.2711358,10.6,1.4560219778561037,0.1328604
1777511449.293427,10.6,1.4560219778561037,0.1328604
1777511454.3554833,10.0,1.4142135623730951,0.12534
1777511459.390375,13.4,1.6370705543744901,0.1679556
1777511464.4089706,10.6,1.4560219778561037,0.1328604
1777511469.4582407,9.0,1.3416407864998738,0.112806
1777511474.5155883,12.0,1.5491933384829668,0.150408
1777511479.578825,12.0,1.5491933384829668,0.150408
1777511484.604051,12.8,1.6,0.1604352
1777511489.6567054,11.4,1.50996688705415,0.1428876
1777511494.7105122,9.4,1.3711309200802089,0.11781960000000001
1777511498.7261176,6.2,1.1135528725660042,0.0777108
1777511503.7804792,10.2,1.4282856857085702,0.12784679999999998
