timestamp,cps,cps_err,usv_hr
1777512209.6189668,9.8,1.4,0.1228332
1777512214.6954012,8.2,1.2806248474865698,0.10277879999999999
1777512219.7298496,7.0,1.1832159566199232,0.087738
1777512224.7520673,5.6,1.0583005244258363,0.0701904
1777512229.8023818,4.8,0.9797958971132712,0.0601632
1777512234.8709478,8.4,1.2961481396815722,0.10528560000000001
1777512239.9199586,5.4,1.0392304845413265,0.06768360000000001
1777512244.9521992,6.2,1.1135528725660042,0.0777108
1777512250.0130732,9.6,1.3856406460551018,0.1203264
1777512255.063064,7.0,1.1832159566199232,0.087738
1777512260.1189392,6.0,1.0954451150103321,0.075204
1777512265.17836,8.0,1.2649110640673518,0.100272
1777512270.1979003,6.6,1.1489125293076057,0.08272439999999999
1777512275.2285926,6.6,1.1489125293076057,0.08272439999999999
1777512280.2900884,6.6,1.1489125293076057,0.08272439999999999
1777512285.3324146,8.2,1.2806248474865698,0.10277879999999999
1777512290.3733628,7.6,1.2328828005937953,0.0952584
1777512295.4514868,6.6,1.1489125293076057,0.08272439999999999
1777512300.4592183,9.0,1.3416407864998738,0.112806
1777512305.499621,8.6,1.3114877048604001,0.1077924
1777512310.5792425,6.2,1.1135528725660042,0.0777108
1777512315.615238,8.2,1.2806248474865698,0.10277879999999999
1777512320.6854718,6.6,1.1489125293076057,0.08272439999999999
1777512324.7259986,6.2,1.1135528725660042,0.0777108
1777512329.724136,8.0,1.2649110640673518,0.100272
1777512334.8210359,5.0,1.0,0.06267
1777512339.8454769,8.0,1.2649110640673518,0.100272
1777512344.8747258,6.4,1.131370849898476,0.0802176
1777512349.9422362,8.0,1.2649110640673518,0.100272
1777512355.0099819,6.0,1.0954451150103321,0.075204
1777512360.044168,7.4,1.2165525060596438,0.0927516
1777512365.0760791,6.8,1.1661903789690602,0.0852312
1777512370.1388452,8.0,1.2649110640673518,0.100272
1777512375.2208822,5.8,1.0770329614269007,0.0726972
1777512380.219298,9.0,1.3416407864998738,0.112806
