timestamp,temp_mean,temp_err,hum_mean,hum_err,press_mean,press_err,alt_mean,alt_err,voc_mean,voc_err
1777512276.9795167,27.285781249999996,4.075170109667753,51.656191769561744,24.17205668008553,948.3615323494665,133.96685780319586,633.0713031514665,1300.9974120654776,253508.2,431862.4754420787
1777512282.097535,25.428554687500004,0.0412524043451754,39.18543047423824,0.08135696537793265,1015.3297697066131,0.003624498710455779,-17.301133563191026,0.030126363868473716,73409.4,10193.253584601925
1777512287.2007394,25.536875000000002,0.020857838777699686,39.802293287342,0.2852266184219818,1015.3139117514174,0.003019568474007589,-17.169323444250388,0.02509856218929693,107366.8,12640.511214345723
1777512292.3505924,25.594296875,0.012628973307315177,39.6559264936786,0.20744343281105312,1015.3100573630421,0.0024542800588891207,-17.137285816073252,0.020399975963340145,147300.2,9897.78693244101
1777512297.4764082,25.633867187499998,0.010370633964620278,39.13308264282206,0.06950014883800004,1015.3048190664207,0.004827278544122537,-17.093744930716017,0.04012448999705182,174651.0,7898.838572853607
1777512302.590427,25.6689453125,0.00790627315955118,38.90141591061418,0.0850585807378795,1015.3096055001773,0.005579854940079897,-17.133529846685587,0.04637983006697694,199635.2,6666.766754582014
1777512307.680809,25.697695312499995,0.00866324880647077,38.596668936023896,0.08274193995982893,1015.3054880293282,0.0026284036295302023,-17.099305428475418,0.021847360206941068,221833.2,6182.343678573685
1777512312.7618818,25.7241015625,0.007191532496515463,38.337433373094015,0.05501904639645527,1015.3094933370061,0.0038231461479499716,-17.132597600441734,0.03177801957847816,240023.4,4561.054641198678
1777512317.8859122,25.748671874999996,0.006400292580592625,38.192505226952335,0.030665465271099267,1015.3055901348849,0.0069389133777151,-17.100153996543654,0.05767639430195831,254081.0,3807.129312224632
1777512323.007179,25.77,0.006175582351714663,38.09013558501594,0.029051946948715882,1015.3062360376841,0.007418409709807873,-17.105522737464177,0.061662019775024654,267346.8,3826.522619820769
1777512328.1281655,25.792265625,0.006268770641167992,37.989109167846685,0.019009327123665504,1015.3174137780918,0.011766493883674095,-17.198431741639176,0.097802884282603,278217.2,3290.799136987853
