timestamp,cps,cps_err,usv_hr
1777512252.705574,7.4,1.2165525060596438,0.0927516
1777512257.7232604,6.6,1.1489125293076057,0.08272439999999999
1777512262.785789,5.0,1.0,0.06267
1777512267.8517623,5.4,1.0392304845413265,0.06768360000000001
1777512272.8707952,4.8,0.9797958971132712,0.0601632
1777512277.937508,5.8,1.0770329614269007,0.0726972
1777512282.9866195,6.4,1.131370849898476,0.0802176
1777512288.0101094,4.4,0.938083151964686,0.05514960000000001
1777512293.0970275,5.6,1.0583005244258363,0.0701904
1777512298.1169975,6.0,1.0954451150103321,0.075204
1777512303.1775923,4.4,0.938083151964686,0.05514960000000001
1777512308.215489,5.0,1.0,0.06267
1777512313.2473218,5.0,1.0,0.06267
1777512318.3148994,5.4,1.0392304845413265,0.06768360000000001
1777512323.3331156,7.8,1.2489995996796797,0.0977652
1777512328.3998415,6.6,1.1489125293076057,0.08272439999999999
1777512333.430795,5.6,1.0583005244258363,0.0701904
1777512338.4690256,6.0,1.0954451150103321,0.075204
1777512343.5390384,6.6,1.1489125293076057,0.08272439999999999
1777512348.614558,5.0,1.0,0.06267
1777512353.6120043,6.4,1.131370849898476,0.0802176
1777512358.6827104,7.6,1.2328828005937953,0.0952584
1777512363.7285028,5.4,1.0392304845413265,0.06768360000000001
1777512367.7325807,4.8,0.9797958971132712,0.0601632
1777512372.8242264,3.4,0.8246211251235321,0.0426156
1777512377.8620028,3.6,0.8485281374238569,0.0451224
1777512382.9069712,7.0,1.1832159566199232,0.087738
1777512387.9641635,6.2,1.1135528725660042,0.0777108
1777512392.9791875,4.0,0.894427190999916,0.050136
1777512398.0496013,6.8,1.1661903789690602,0.0852312
1777512403.0743241,6.4,1.131370849898476,0.0802176
1777512408.1110988,5.4,1.0392304845413265,0.06768360000000001
1777512413.1729224,4.6,0.9591663046625438,0.0576564
1777512418.201636,6.0,1.0954451150103321,0.075204
1777512423.2508361,4.4,0.938083151964686,0.05514960000000001
1777512428.318397,6.4,1.131370849898476,0.0802176
1777512433.3755777,6.8,1.1661903789690602,0.0852312
1777512438.3931892,6.6,1.1489125293076057,0.08272439999999999
1777512443.437567,5.2,1.0198039027185568,0.06517680000000001
1777512448.500167,5.4,1.0392304845413265,0.06768360000000001
1777512453.550309,6.6,1.1489125293076057,0.08272439999999999
1777512458.5888343,5.4,1.0392304845413265,0.06768360000000001
1777512463.6580439,5.0,1.0,0.06267
1777512468.7133944,4.8,0.9797958971132712,0.0601632
1777512473.724145,2.6,0.7211102550927978,0.032588400000000003
1777512478.8154678,8.0,1.2649110640673518,0.100272
1777512482.8299594,3.0,0.7745966692414834,0.037602
1777512487.861696,5.2,1.0198039027185568,0.06517680000000001
1777512492.9349737,5.6,1.0583005244258363,0.0701904
1777512497.9912353,5.0,1.0,0.06267
1777512503.0389555,5.4,1.0392304845413265,0.06768360000000001
1777512508.0483303,5.4,1.0392304845413265,0.06768360000000001
1777512513.0890534,5.4,1.0392304845413265,0.06768360000000001
1777512518.1418025,4.6,0.9591663046625438,0.0576564
1777512523.220981,4.0,0.894427190999916,0.050136
1777512528.261731,4.4,0.938083151964686,0.05514960000000001
1777512533.300167,8.2,1.2806248474865698,0.10277879999999999
1777512538.3390088,5.4,1.0392304845413265,0.06768360000000001
1777512543.3758404,7.0,1.1832159566199232,0.087738
1777512548.424862,8.6,1.3114877048604001,0.1077924
1777512553.4980376,6.0,1.0954451150103321,0.075204
1777512558.5306187,7.2,1.2,0.0902448
1777512563.5802128,7.0,1.1832159566199232,0.087738
1777512568.6178138,4.8,0.9797958971132712,0.0601632
1777512573.656542,7.4,1.2165525060596438,0.0927516
1777512578.7290602,6.0,1.0954451150103321,0.075204
1777512583.77127,4.8,0.9797958971132712,0.0601632
1777512588.795569,6.8,1.1661903789690602,0.0852312
1777512593.8632665,5.0,1.0,0.06267
1777512597.9340792,3.8,0.8717797887081348,0.0476292
1777512602.9570525,6.2,1.1135528725660042,0.0777108
1777512608.001209,6.8,1.1661903789690602,0.0852312
1777512613.068667,5.2,1.0198039027185568,0.06517680000000001
1777512618.11604,6.8,1.1661903789690602,0.0852312
