timestamp,cps,cps_err,usv_hr
1777515968.4839547,11.4,1.50996688705415,0.1428876
1777515973.505569,5.8,1.0770329614269007,0.0726972
1777515978.5317247,11.0,1.4832396974191326,0.137874
1777515983.6230962,6.8,1.1661903789690602,0.0852312
1777515988.619117,6.4,1.131370849898476,0.0802176
1777515993.6792629,8.2,1.2806248474865698,0.10277879999999999
1777515998.70984,10.2,1.4282856857085702,0.12784679999999998
1777516003.7832623,8.4,1.2961481396815722,0.10528560000000001
1777516008.8110995,7.6,1.2328828005937953,0.0952584
1777516013.855021,8.2,1.2806248474865698,0.10277879999999999
1777516018.9205496,7.6,1.2328828005937953,0.0952584
1777516023.981065,6.8,1.1661903789690602,0.0852312
1777516029.02689,10.0,1.4142135623730951,0.12534
1777516034.069525,7.2,1.2,0.0902448
1777516039.1039002,7.4,1.2165525060596438,0.0927516
1777516044.1559958,8.6,1.3114877048604001,0.1077924
1777516049.1955957,7.8,1.2489995996796797,0.0977652
1777516054.2323267,7.2,1.2,0.0902448
1777516059.3180718,8.2,1.2806248474865698,0.10277879999999999
1777516064.346689,8.0,1.2649110640673518,0.100272
1777516069.4083576,7.8,1.2489995996796797,0.0977652
1777516074.4423401,6.6,1.1489125293076057,0.08272439999999999
1777516079.4891715,10.0,1.4142135623730951,0.12534
1777516083.5015936,5.4,1.0392304845413265,0.06768360000000001
1777516088.5517678,5.6,1.0583005244258363,0.0701904
1777516093.5896838,10.4,1.4422205101855956,0.13035360000000001
1777516098.6584458,9.4,1.3711309200802089,0.11781960000000001
1777516103.6927674,8.0,1.2649110640673518,0.100272
1777516108.7607825,7.4,1.2165525060596438,0.0927516
1777516113.7693799,7.0,1.1832159566199232,0.087738
1777516118.8016198,9.6,1.3856406460551018,0.1203264
1777516123.8763072,8.4,1.2961481396815722,0.10528560000000001
1777516128.9160526,7.2,1.2,0.0902448
1777516133.9465,8.6,1.3114877048604001,0.1077924
1777516138.9958014,9.0,1.3416407864998738,0.112806
1777516144.0404363,9.2,1.3564659966250536,0.1153128
1777516149.0891368,10.6,1.4560219778561037,0.1328604
1777516154.1529975,9.6,1.3856406460551018,0.1203264
1777516159.1841013,10.4,1.4422205101855956,0.13035360000000001
1777516164.2559593,6.4,1.131370849898476,0.0802176
1777516169.2985454,8.6,1.3114877048604001,0.1077924
1777516174.3361208,9.6,1.3856406460551018,0.1203264
1777516179.361096,8.8,1.3266499161421599,0.11029920000000001
1777516184.4223723,8.2,1.2806248474865698,0.10277879999999999
1777516189.4762256,9.4,1.3711309200802089,0.11781960000000001
1777516194.5492058,8.4,1.2961481396815722,0.10528560000000001
1777516199.588763,10.8,1.469693845669907,0.13536720000000002
1777516203.6207836,6.2,1.1135528725660042,0.0777108
1777516208.672129,9.6,1.3856406460551018,0.1203264
1777516213.6807485,6.6,1.1489125293076057,0.08272439999999999
1777516218.7405443,10.2,1.4282856857085702,0.12784679999999998
1777516223.810334,9.2,1.3564659966250536,0.1153128
1777516228.833641,7.8,1.2489995996796797,0.0977652
1777516233.9143503,6.8,1.1661903789690602,0.0852312
1777516238.9092014,7.4,1.2165525060596438,0.0927516
1777516243.9666715,8.2,1.2806248474865698,0.10277879999999999
1777516249.053669,7.4,1.2165525060596438,0.0927516
1777516254.0743513,8.2,1.2806248474865698,0.10277879999999999
1777516259.0971866,8.0,1.2649110640673518,0.100272
1777516264.1910093,8.0,1.2649110640673518,0.100272
1777516269.2514608,8.8,1.3266499161421599,0.11029920000000001
1777516274.2538412,8.0,1.2649110640673518,0.100272
