time,Particles > 0.3um / 0.1L air,Temperature,Gas,Humidity,Pressure,Altitude
15:15:01,0,30.43546875,93663,100,680.4278169050144,3235.066126130401
15:15:02,0,22.9528515625,25686,38.52143664868122,1010.7686913974597,20.679102242553867
15:15:03,0,23.0503125,38706,38.7412245678976,1010.8187724631226,20.26132291060004
15:15:04,0,23.14328125,50724,38.35649857860031,1010.8025519477815,20.396633612744655
15:15:05,0,23.2348828125,61483,38.21696784146815,1010.790926818449,20.493610923452252
15:15:06,0,23.3294140625,70449,38.07783337875451,1010.7824122186056,20.56464064120006
15:15:07,0,23.4477734375,78619,37.83405180611916,1010.7858728869555,20.535771311083316
15:15:08,0,23.5821484375,85670,37.735071260165874,1010.7848045410905,20.544683577955816
15:15:09,0,23.7216015625,92251,37.58904855782666,1010.7973027927557,20.440422169702458
15:15:10,0,23.8536328125,95962,37.46611086883017,1010.8008223023311,20.411062329591303
15:15:11,0,23.960859375,101158,37.23369138921434,1010.8062487140934,20.36579522420549
15:15:12,0,24.0493359375,106341,37.141993204490134,1010.8133093051911,20.306896095860594
15:15:13,15,24.1298046875,110900,36.830100536933095,1010.8502981172392,19.998342559418905
15:15:14,15,24.196796875,115154,36.68896287667896,1010.847516402096,20.021546772757922
15:15:15,15,24.2559765625,118984,36.51162505099088,1010.8559588062639,19.951122989886468
15:15:16,48,24.31984375,122540,36.28176692213096,1010.8704561517463,19.83019197186992
15:15:17,48,24.376875,125842,36.11049681916175,1010.8822231555522,19.73203739709702
15:15:18,48,24.4204296875,129426,36.07364629645606,1010.9079320325067,19.517589772738262
15:15:19,48,24.44796875,132800,35.95850178143339,1010.9243090846676,19.38098478829697
15:15:20,48,24.4653515625,135804,35.94848221065807,1010.9567014942289,19.110797080627716
15:15:21,48,24.470234375,138946,35.81933113390607,1010.9925481861258,18.81180509536508
15:15:22,48,24.460859375,141519,35.494734487310026,1010.9960043179724,18.782978461619123
15:15:23,48,24.4341015625,144686,35.421516754308726,1010.9809256713962,18.908745841039668
15:15:24,48,24.39640625,147349,35.41184826014077,1010.9961482986196,18.78177756084528
15:15:25,48,24.3571484375,149711,35.30807307006433,1010.9897071797594,18.8355011984497
15:15:26,48,24.324140625,152287,35.070148181570154,1011.0005915738018,18.74471756080682
15:15:27,48,24.2798046875,154527,35.08916891790728,1010.9978096484234,18.767920734552327
15:15:28,63,24.238203125,156979,35.18468114734292,1011.039405848545,18.42098516796506
15:15:29,63,24.2079296875,159209,35.1347505638433,1011.0600158606019,18.249090425640773
15:15:30,63,24.1762890625,161659,35.13159228202515,1011.0679528675948,18.18289375517246
15:15:31,66,24.1458203125,162754,35.13441330358419,1011.0968845136387,17.941599981854736
15:15:32,66,24.1239453125,165967,35.202581718471556,1011.1072174074413,17.855423629061963
15:15:33,66,24.0926953125,166296,35.08223393574917,1011.1105948559941,17.827255856723372
15:15:34,66,24.036640625,169481,35.15282719635632,1011.1367257883861,17.609327605070305
15:15:35,66,23.97140625,170512,35.117023251021585,1011.1388937429676,17.591247377727477
15:15:36,66,23.9087109375,172790,35.063919839945896,1011.1556574677799,17.451442945990195
15:15:37,66,23.8471875,174223,35.21598737430208,1011.1553120960166,17.454323223869512
15:15:38,66,23.7829296875,176602,35.24474743878377,1011.1677023016902,17.350993806198648
15:15:39,66,23.7096875,178856,35.11440627239783,1011.1720259953306,17.314936151621136
15:15:40,66,23.6368359375,180198,35.31810652007911,1011.1890879003029,17.17264877894112
15:15:41,66,23.5786328125,181560,35.29470922845489,1011.1976569846447,17.101187826175053
15:15:42,66,23.5196484375,181757,35.49410589768484,1011.2170177829096,16.939732346901025
15:15:43,54,23.46125,185160,35.699657277461526,1011.287503179541,16.351954715062067
15:15:44,54,23.413984375,184956,35.460057439239876,1011.2796498298902,16.41744214562226
15:15:45,54,23.381953125,185242,35.66230906808734,1011.2902615891132,16.328953015666094
15:15:46,21,23.36671875,187235,35.660778604245806,1011.2925434231817,16.309925400648712
15:15:48,21,23.362421875,186812,35.93666002036472,1011.3372706531206,15.936963795618569
15:15:49,21,23.353828125,188624,35.8828433198787,1011.340241848288,15.912188718764726
15:15:50,21,23.3442578125,189598,35.94659241922489,1011.3312071324746,15.987524167748013
15:15:51,21,23.3411328125,191465,35.928624335975115,1011.3381050782972,15.93000600106568
15:15:52,21,23.34015625,192917,36.052132530167,1011.322640466968,16.05895730996777
15:15:53,24,23.3442578125,193256,36.06432549636085,1011.3260183307175,16.030790933838254
15:15:54,24,23.3587109375,194164,36.62625697433831,1011.3985408340944,15.42607914072376
15:15:55,24,23.3688671875,195080,35.88436173817359,1011.380878182784,15.573351759491402
15:15:56,24,23.36984375,197765,36.17885490685845,1011.3721280602289,15.646311762229422
15:15:57,24,23.3628125,198596,36.11332670649094,1011.362136910405,15.729620285358525
15:15:58,24,23.3512890625,199075,36.07092735892274,1011.3550352060513,15.788836347568324
15:15:59,9,23.347578125,200160,36.12356244716192,1011.348849189423,15.840417415394235
15:16:00,9,23.3446484375,202365,36.158615727222355,1011.3681799474929,15.67923196174229
15:16:01,9,23.345234375,201502,36.05853570918953,1011.3743455259963,15.627822109027292
15:16:02,21,23.3501171875,202737,36.235792844306516,1011.3842148645767,15.54553007660796
15:16:03,21,23.3727734375,203988,36.3678584553176,1011.4652255387614,14.870075438619661
15:16:04,21,23.4157421875,204241,35.789117840581305,1011.4382609166697,15.094897478712205
15:16:05,21,23.445625,205894,36.27500327344938,1011.4292593298574,15.169950792602934
15:16:06,21,23.46984375,206796,36.33056450567174,1011.4488705531745,15.006437283336076
15:16:07,21,23.5003125,207967,36.35727908714091,1011.4581382764737,14.929166201457907
15:16:08,24,23.5270703125,209019,36.401331158983915,1011.4456464600481,15.033318794745297
15:16:09,24,23.5503125,209815,36.462756668624564,1011.4411321433562,15.070957915820319
15:16:10,24,23.5821484375,211290,36.35383789751544,1011.4578589495857,14.931495124375225
15:16:11,51,23.624140625,212103,36.35813081388596,1011.4569026898057,14.939468064013202
15:16:12,51,23.67765625,213611,36.15122526760155,1011.466489890972,14.859533810015575
15:16:13,51,23.73625,213060,36.25156041121368,1011.4585682901388,14.925580909677398
15:16:14,48,23.7985546875,214721,36.151747776389065,1011.4291201360168,15.17111136544639
15:16:15,48,23.85578125,215420,35.88064906664739,1011.4310006251108,15.155432201408448
15:16:16,48,23.90109375,216125,35.87346632268961,1011.4528328830103,14.973400672998324
15:16:17,48,23.9364453125,216266,35.971279230901295,1011.4563329185065,14.944218608840593
15:16:18,48,23.963203125,216125,35.85621186198043,1011.4507049655916,14.99114253949574
15:16:19,48,23.985078125,216266,35.86431634934999,1011.462908848088,14.889391043462561
15:16:20,48,23.99328125,217977,36.01241009029288,1011.4592611435313,14.919804161970527
15:16:21,48,23.988984375,217118,36.01197301156949,1011.455565723138,14.950615206818282
15:16:22,48,23.9891796875,218554,36.33055040469142,1011.554576416463,14.12513225508502
15:16:23,48,23.973359375,219133,36.06932483426361,1011.5351444124661,14.287137757452289
15:16:24,48,23.9614453125,217977,36.05632191512813,1011.5152951987793,14.45262415770446
15:16:25,48,23.9501171875,217834,36.56882798580213,1011.5016159196939,14.566672253910411
15:16:26,51,23.926484375,218265,36.678790913486786,1011.5124466395598,14.47637331477525
15:16:27,51,23.896015625,218409,36.9302957593927,1011.499766811672,14.582088896771042
